Episode,Metrica 1,Metrica 2,Metrica 3,Metrica 4,Metrica 5,Metrica 6,Metrica 7
400,7.97,5.0,86.67,36.84,34.21,1.6970562748477138,1.21
401,5.14,0.0,88.33,47.37,28.95,1.227262335243029,1.29
402,4.31,1.67,91.67,60.53,42.11,1.8873217720024267,1.24
403,1.72,0.0,95.0,50.0,34.21,1.649242250247064,1.26
404,0.42,0.0,98.33,65.79,28.95,1.4229164972072998,1.37
405,6.25,1.67,86.67,55.26,28.95,1.6629588385661958,1.21
406,5.0,1.67,90.0,55.26,23.68,1.2298313448363454,1.39
407,7.5,3.33,86.67,60.53,39.47,1.7628812984968079,1.24
408,6.17,3.33,88.33,44.74,42.11,1.4517017656973918,1.24
409,5.47,3.33,90.0,50.0,44.74,2.493529040302104,1.05
410,4.31,0.0,88.33,57.89,34.21,1.5999999999999999,1.24
411,4.03,1.67,90.0,57.89,42.11,1.8873217720024265,1.26
412,8.47,3.33,85.0,42.11,36.84,1.9364916731037085,1.13
413,8.19,3.33,83.33,50.0,26.32,1.2453996981544784,1.29
414,9.14,6.67,85.0,63.16,31.58,1.6817854699288806,1.26
415,6.94,5.0,90.0,50.0,28.95,1.3146843962443593,1.37
416,8.89,6.67,88.33,39.47,31.58,1.2331707339908766,1.24
417,5.94,1.67,86.67,55.26,21.05,1.390443574307614,1.21
418,4.58,1.67,90.0,63.16,34.21,1.5231546211727818,1.32
419,6.11,1.67,85.0,55.26,26.32,1.3014905113063286,1.37
420,8.47,5.0,86.67,60.53,34.21,1.7888543819998315,1.21
421,7.28,3.33,85.0,55.26,31.58,1.6587583579113714,1.24
422,10.28,8.33,85.0,44.74,36.84,2.0207259421636903,1.24
423,9.36,6.67,85.0,52.63,34.21,1.3856406460551018,1.26
424,5.14,1.67,88.33,55.26,31.58,1.587674418503869,1.26
425,7.78,5.0,88.33,44.74,44.74,1.9587584572574415,1.21
426,11.03,5.0,76.67,68.42,36.84,1.848422751068236,1.32
427,5.28,1.67,88.33,57.89,34.21,1.296148139681572,1.32
428,9.22,5.0,85.0,47.37,31.58,1.8763555257923799,1.21
429,13.33,10.0,81.67,65.79,23.68,1.874162516096716,1.21
430,5.11,1.67,88.33,50.0,44.74,1.6120296076010243,1.26
431,10.14,8.33,86.67,44.74,34.21,1.7888543819998315,1.24
432,5.83,3.33,91.67,76.32,44.74,1.8331787195162055,1.08
433,10.06,6.67,83.33,60.53,42.11,1.9112541856026035,1.24
434,2.92,0.0,91.67,44.74,34.21,1.9390719429665315,1.18
435,2.64,1.67,95.0,42.11,42.11,1.8630819574471997,1.16
436,7.89,5.0,85.0,65.79,31.58,1.6817854699288803,1.21
437,3.58,1.67,91.67,47.37,21.05,1.4375905768565218,1.24
438,5.83,3.33,90.0,57.89,42.11,2.004127971368055,1.26
439,2.0,1.67,96.67,55.26,31.58,1.6354070481130232,1.29
440,4.31,1.67,91.67,50.0,34.21,1.8973665961010275,1.16
441,8.06,6.67,90.0,57.89,26.32,1.8653664081715138,1.29
442,6.39,3.33,88.33,57.89,42.11,1.7368157431402544,1.18
443,2.42,0.0,93.33,42.11,42.11,2.1570564577644857,1.18
444,10.28,3.33,80.0,44.74,36.84,1.707825127659933,1.29
445,8.47,3.33,81.67,57.89,36.84,1.7559422921421233,1.24
446,4.86,3.33,91.67,63.16,34.21,1.7663521732655691,1.29
447,6.39,3.33,88.33,47.37,23.68,1.1724137931034484,1.32
448,5.0,3.33,93.33,52.63,36.84,1.8929694486000912,1.21
449,4.78,1.67,88.33,44.74,34.21,1.32664991614216,1.24
450,8.61,5.0,86.67,55.26,34.21,1.5231546211727818,1.24
451,8.19,5.0,86.67,52.63,34.21,1.5231546211727816,1.18
452,8.25,6.67,88.33,60.53,36.84,1.707825127659933,1.26
453,8.72,3.33,78.33,63.16,31.58,1.4079234782863943,1.21
454,5.89,1.67,86.67,60.53,39.47,1.4061705764170636,1.26
455,4.44,3.33,93.33,73.68,31.58,1.8138194034694763,1.16
456,4.03,0.0,88.33,47.37,31.58,1.4615384615384617,1.21
457,7.64,3.33,85.0,71.05,44.74,1.9829202679673343,1.16
458,8.06,5.0,86.67,71.05,31.58,1.2639751327042297,1.29
459,5.97,3.33,90.0,63.16,39.47,1.762881298496808,1.24
460,7.64,5.0,88.33,57.89,39.47,1.4061705764170636,1.29
461,7.08,3.33,86.67,65.79,36.84,1.4719601443879744,1.26
462,1.67,1.67,98.33,52.63,39.47,1.6349213632141886,1.21
463,11.94,8.33,81.67,57.89,31.58,1.635407048113023,1.24
464,4.72,3.33,91.67,50.0,34.21,1.5748015748023623,1.18
465,7.28,3.33,86.67,47.37,42.11,2.4155145919248038,1.24
466,6.81,3.33,86.67,47.37,34.21,2.1908902300206643,1.21
467,8.75,6.67,86.67,55.26,34.21,1.4422205101855958,1.26
468,1.39,0.0,96.67,39.47,39.47,1.7128448350949748,1.13
469,7.22,5.0,90.0,50.0,34.21,1.7204650534085253,1.18
470,4.92,3.33,91.67,47.37,36.84,1.8708286933869707,1.21
471,6.39,1.67,86.67,50.0,36.84,1.5275252316519468,1.24
472,6.25,1.67,85.0,50.0,39.47,2.1617048512445303,1.21
473,5.0,0.0,86.67,63.16,26.32,1.2163847404233146,1.26
474,8.47,6.67,88.33,73.68,36.84,1.7320508075688772,1.29
475,8.11,5.0,85.0,39.47,34.21,1.7888543819998315,1.21
476,9.58,5.0,83.33,50.0,39.47,1.7128448350949748,1.13
477,9.31,5.0,85.0,50.0,36.84,1.707825127659933,1.18
478,6.81,5.0,90.0,63.16,36.84,1.5,1.05
479,4.31,1.67,91.67,65.79,28.95,1.4740554623801776,1.32
480,9.92,5.0,81.67,52.63,36.84,1.7559422921421233,1.24
481,1.44,0.0,95.0,60.53,42.11,2.1144915181114556,1.18
482,2.14,0.0,93.33,60.53,31.58,1.3521842947113034,1.34
483,4.72,1.67,88.33,68.42,28.95,1.8121673811444543,1.18
484,5.83,3.33,90.0,52.63,34.21,1.979898987322333,1.21
485,3.81,1.67,91.67,57.89,34.21,2.172556098240043,1.16
486,9.78,6.67,85.0,63.16,42.11,1.6006197146962733,1.24
487,2.22,0.0,95.0,39.47,36.84,1.632993161855452,1.32
488,7.78,3.33,85.0,47.37,36.84,2.4324199198877374,1.16
489,4.58,1.67,90.0,63.16,34.21,1.6,1.21
490,1.31,0.0,95.0,36.84,28.95,1.6850834320114556,1.21
491,8.47,6.67,88.33,65.79,36.84,1.8929694486000912,1.18
492,4.56,1.67,88.33,76.32,36.84,1.6072751268321592,1.32
493,5.47,1.67,86.67,50.0,31.58,1.6817854699288806,1.18
494,6.5,3.33,88.33,42.11,23.68,1.311251954609072,1.24
495,2.36,0.0,93.33,36.84,34.21,1.5748015748023623,1.21
496,2.5,1.67,96.67,55.26,42.11,1.9112541856026033,1.13
497,3.75,0.0,90.0,39.47,28.95,1.8525924445036739,1.18
498,2.61,0.0,91.67,52.63,28.95,1.4989708403591155,1.24
499,1.67,0.0,96.67,39.47,26.32,1.4069796859708723,1.26
500,5.75,1.67,86.67,55.26,26.32,1.0251928638862373,1.29
501,6.81,3.33,86.67,47.37,26.32,1.5971914124998499,1.24
502,2.0,0.0,95.0,57.89,26.32,1.3014905113063286,1.34
503,5.53,3.33,88.33,68.42,44.74,1.7804684853180874,1.08
504,5.47,3.33,88.33,50.0,36.84,2.29128784747792,1.18
505,4.58,1.67,90.0,60.53,39.47,2.079697520539373,1.26
506,12.08,6.67,80.0,39.47,39.47,1.5248415579782766,1.37
507,3.67,1.67,91.67,36.84,42.11,2.071051954526276,1.11
508,9.03,6.67,86.67,57.89,42.11,2.5793201743838376,1.13
509,6.39,5.0,91.67,73.68,36.84,1.224744871391589,1.34
510,7.22,3.33,86.67,63.16,36.84,1.6832508230603465,1.16
511,10.0,8.33,86.67,63.16,34.21,1.4966629547095767,1.26
512,3.47,0.0,91.67,68.42,34.21,2.116601048851672,1.11
513,4.0,3.33,93.33,44.74,39.47,2.5322121354019194,1.16
514,3.94,1.67,90.0,47.37,34.21,1.8761663039293717,1.13
515,5.28,1.67,90.0,50.0,42.11,1.7104443383842527,1.26
516,2.0,1.67,96.67,55.26,31.58,1.4349813927828945,1.26
517,6.5,3.33,86.67,42.11,36.84,2.0,1.16
518,6.81,3.33,86.67,39.47,31.58,1.4349813927828947,1.29
519,7.5,3.33,85.0,47.37,26.32,2.012714686229339,1.21
520,4.42,1.67,90.0,50.0,36.84,2.160246899469287,1.24
521,7.5,6.67,91.67,42.11,28.95,1.4740554623801778,1.16
522,5.14,1.67,88.33,52.63,34.21,1.6,1.24
523,3.67,3.33,95.0,60.53,36.84,1.9148542155126762,1.13
524,8.89,5.0,85.0,31.58,31.58,1.5132550440696926,1.24
525,5.47,1.67,88.33,57.89,39.47,1.8115362309564917,1.16
526,9.31,3.33,81.67,52.63,34.21,1.3266499161421599,1.24
527,7.14,5.0,86.67,63.16,39.47,1.882161810601162,1.26
528,8.89,5.0,83.33,68.42,42.11,2.0489868490153897,1.18
529,7.56,3.33,85.0,47.37,44.74,1.6120296076010243,1.24
530,7.69,5.0,86.67,47.37,47.37,1.8973665961010275,1.24
531,8.75,5.0,83.33,60.53,31.58,1.5632616486847366,1.26
532,5.28,3.33,90.0,63.16,34.21,1.7888543819998315,1.18
533,2.78,1.67,95.0,47.37,39.47,2.3170282772998654,1.24
534,8.25,3.33,83.33,44.74,28.95,1.2570787221094177,1.24
535,8.06,5.0,86.67,60.53,39.47,2.354258499248849,1.13
536,10.33,3.33,78.33,68.42,42.11,2.1144915181114556,1.11
537,7.33,3.33,83.33,42.11,31.58,1.855744320279203,1.24
538,10.28,6.67,85.0,36.84,42.11,2.198797567717786,1.11
539,7.5,3.33,85.0,81.58,44.74,1.6413036132965795,1.16
540,6.94,3.33,86.67,44.74,34.21,2.0396078054371136,1.18
541,2.92,1.67,95.0,57.89,36.84,2.273030282830976,1.21
542,5.42,5.0,93.33,68.42,44.74,2.166535841157586,1.08
543,4.42,1.67,90.0,60.53,39.47,1.7380431383744943,1.18
544,10.0,6.67,85.0,78.95,39.47,2.1210975508957333,1.32
545,5.14,3.33,90.0,73.68,31.58,1.7269187938956654,1.26
546,7.14,5.0,88.33,52.63,44.74,2.1884048177287725,1.08
547,4.83,3.33,91.67,50.0,39.47,1.4960565681813265,1.16
548,8.19,3.33,83.33,71.05,34.21,1.7663521732655691,1.32
549,9.03,5.0,83.33,57.89,47.37,2.6267851073127395,0.97
550,5.14,3.33,91.67,52.63,36.84,2.041241452319315,1.18
551,4.31,1.67,91.67,57.89,39.47,1.6613020151776348,1.24
552,5.53,3.33,88.33,71.05,34.21,1.5999999999999999,1.13
553,3.33,0.0,91.67,52.63,44.74,2.9323436796839344,1.11
554,6.94,3.33,86.67,71.05,34.21,2.078460969082653,1.16
555,9.14,3.33,78.33,26.32,36.84,1.9578900207451218,1.11
556,5.56,3.33,90.0,55.26,36.84,2.1213203435596424,1.16
557,1.39,0.0,96.67,57.89,39.47,2.100499535509767,1.24
558,4.69,1.67,88.33,47.37,39.47,2.1004995355097673,1.21
559,7.5,5.0,88.33,57.89,34.21,1.5231546211727816,1.29
560,5.33,3.33,91.67,39.47,39.47,1.9051219391484038,1.18
561,8.75,6.67,88.33,57.89,36.84,1.8257418583505538,1.21
562,7.78,5.0,88.33,55.26,42.11,1.7627926754241197,1.21
563,6.39,3.33,90.0,52.63,34.21,1.8973665961010275,1.18
564,7.08,5.0,88.33,60.53,31.58,1.6817854699288803,1.26
565,9.44,3.33,78.33,65.79,44.74,2.2737783592977756,1.18
566,10.47,6.67,83.33,57.89,42.11,2.2193737483152187,1.18
567,6.67,1.67,86.67,28.95,42.11,2.847356320611968,1.13
568,3.53,0.0,90.0,50.0,39.47,1.8353800799309068,1.21
569,5.47,3.33,90.0,60.53,36.84,1.7795130420052185,1.13
570,7.83,6.67,90.0,50.0,34.21,1.9595917942265424,1.18
571,6.39,1.67,85.0,71.05,36.84,1.6583123951777,1.32
572,8.81,6.67,86.67,42.11,42.11,1.8630819574471997,1.21
573,7.42,3.33,83.33,52.63,42.11,1.8873217720024267,1.16
574,11.67,8.33,83.33,68.42,39.47,2.058685322043776,1.08
575,8.81,5.0,85.0,63.16,34.21,1.9183326093250876,1.21
576,9.17,3.33,81.67,44.74,39.47,1.6872702532115005,1.13
577,10.56,6.67,81.67,47.37,39.47,1.5530931390862395,1.24
578,5.14,3.33,91.67,60.53,31.58,1.5876744185038687,1.32
579,12.28,10.0,81.67,50.0,36.84,1.8257418583505538,1.18
580,6.86,3.33,86.67,65.79,36.84,2.362907813126304,1.11
581,5.97,3.33,88.33,63.16,36.84,1.8027756377319946,1.21
582,4.72,1.67,90.0,50.0,31.58,1.4615384615384617,1.37
583,3.06,1.67,95.0,65.79,39.47,1.5530931390862395,1.24
584,11.72,8.33,80.0,60.53,36.84,2.0207259421636903,1.18
585,2.78,0.0,90.0,39.47,28.95,1.3966450099973928,1.34
586,3.89,3.33,95.0,60.53,44.74,2.188404817728773,1.11
587,3.33,0.0,91.67,73.68,34.21,2.3323807579381204,1.18
588,4.03,1.67,90.0,65.79,36.84,1.4142135623730951,1.37
589,7.5,6.67,91.67,50.0,50.0,2.7388656486858287,1.11
590,7.5,5.0,88.33,57.89,50.0,2.4976443195167732,1.13
591,4.14,0.0,88.33,47.37,31.58,1.8763555257923799,1.18
592,4.86,0.0,88.33,36.84,47.37,1.9748417658131499,1.08
593,6.31,3.33,88.33,55.26,36.84,1.9790570145063195,1.21
594,6.31,3.33,88.33,57.89,42.11,1.7368157431402544,1.29
595,11.39,6.67,80.0,63.16,34.21,1.8761663039293717,1.21
596,4.72,3.33,91.67,55.26,39.47,1.9051219391484036,1.24
597,8.06,3.33,83.33,52.63,44.74,1.9829202679673343,1.21
598,7.64,5.0,88.33,71.05,47.37,1.8708286933869707,1.13
599,5.33,3.33,90.0,36.84,50.0,2.134014203443505,1.16
600,10.75,8.33,83.33,60.53,47.37,2.2135943621178655,1.18
601,2.08,0.0,95.0,57.89,47.37,2.0976176963403033,1.26
602,7.22,3.33,86.67,44.74,42.11,2.071051954526276,1.16
603,3.61,0.0,90.0,81.58,47.37,1.816590212458495,1.18
604,7.28,1.67,81.67,50.0,42.11,2.1358800226310417,1.24
605,6.25,3.33,90.0,57.89,36.84,1.7559422921421233,1.32
606,4.86,1.67,90.0,63.16,31.58,1.658758357911371,1.26
607,9.0,6.67,86.67,71.05,34.21,1.8110770276274832,1.18
608,8.89,5.0,86.67,55.26,28.95,2.0245407953653998,1.24
609,4.44,3.33,93.33,52.63,28.95,1.594744454934147,1.18
610,11.94,8.33,81.67,63.16,39.47,1.9051219391484036,1.24
611,6.67,3.33,88.33,42.11,36.84,2.449489742783178,1.18
612,11.53,5.0,78.33,52.63,42.11,2.2193737483152187,1.13
613,9.31,5.0,83.33,81.58,34.21,1.9183326093250876,1.21
614,14.36,11.67,80.0,60.53,28.95,1.4740554623801776,1.39
615,7.92,5.0,86.67,57.89,31.58,1.8763555257923796,1.26
616,6.31,3.33,88.33,55.26,42.11,1.8873217720024267,1.21
617,4.22,1.67,90.0,71.05,39.47,2.058685322043776,1.18
618,8.33,3.33,81.67,39.47,34.21,1.6970562748477138,1.34
619,4.22,0.0,88.33,68.42,39.47,2.260033290150787,1.11
620,9.58,5.0,81.67,65.79,47.37,2.32379000772445,1.13
621,8.39,3.33,83.33,60.53,34.21,2.0591260281974,1.26
622,4.31,1.67,91.67,55.26,36.84,2.449489742783178,1.08
623,9.22,6.67,85.0,63.16,36.84,1.5,1.21
624,7.22,5.0,90.0,57.89,42.11,1.8385225832869712,1.29
625,9.31,8.33,88.33,60.53,28.95,1.594744454934147,1.34
626,3.19,0.0,91.67,55.26,36.84,2.0816659994661326,1.24
627,1.67,0.0,96.67,71.05,44.74,1.958758457257441,1.21
628,6.17,1.67,85.0,73.68,52.63,1.8856180831641267,1.21
629,6.72,1.67,85.0,57.89,44.74,1.8589734567564888,1.21
630,8.53,3.33,80.0,68.42,42.11,1.7104443383842527,1.21
631,8.33,6.67,88.33,65.79,42.11,2.004127971368055,1.24
632,9.58,6.67,83.33,55.26,44.74,2.2946254863155726,1.08
633,14.31,8.33,76.67,57.89,39.47,1.6872702532115003,1.18
634,6.25,3.33,90.0,55.26,36.84,1.9790570145063195,1.21
635,9.78,3.33,80.0,71.05,34.21,2.209072203437452,1.08
636,4.72,3.33,91.67,50.0,23.68,1.574167201450114,1.13
637,9.44,5.0,81.67,60.53,42.11,2.2193737483152187,1.13
638,5.83,3.33,88.33,63.16,36.84,2.41522945769824,1.08
639,5.69,1.67,88.33,84.21,36.84,1.35400640077266,1.29
640,4.72,1.67,90.0,68.42,39.47,2.3909090582378294,1.16
641,6.25,3.33,88.33,57.89,36.84,1.3228756555322954,1.26
642,8.25,3.33,85.0,65.79,44.74,1.456862718169367,1.18
643,6.67,5.0,90.0,63.16,39.47,2.33571756844579,1.18
644,3.19,0.0,91.67,73.68,34.21,1.6,1.29
645,4.69,1.67,86.67,52.63,36.84,1.1902380714238083,1.32
646,2.36,0.0,91.67,57.89,47.37,2.7386127875258306,1.16
647,10.97,6.67,81.67,63.16,42.11,1.7883923248096365,1.24
648,8.47,6.67,88.33,65.79,31.58,1.5384615384615385,1.34
649,7.33,3.33,85.0,68.42,39.47,1.7873743296603883,1.24
650,7.69,3.33,85.0,52.63,34.21,1.4966629547095767,1.26
651,5.06,3.33,90.0,78.95,36.84,2.581988897471611,1.08
652,12.36,8.33,81.67,73.68,39.47,2.058685322043776,1.16
653,3.53,0.0,88.33,55.26,42.11,1.7368157431402544,1.29
654,5.97,3.33,88.33,71.05,36.84,2.4664414311581235,1.16
655,9.44,6.67,86.67,57.89,44.74,1.8331787195162053,1.21
656,6.11,5.0,91.67,63.16,36.84,1.9148542155126762,1.32
657,4.58,3.33,93.33,57.89,39.47,1.9051219391484036,1.21
658,1.78,0.0,93.33,55.26,39.47,1.6081080007745157,1.21
659,12.22,10.0,85.0,76.32,34.21,1.8330302779823358,1.24
660,5.69,3.33,90.0,52.63,44.74,2.1884048177287725,1.13
661,5.06,1.67,88.33,63.16,28.95,2.042752923427804,1.18
662,4.92,3.33,91.67,42.11,36.84,2.0,1.24
663,10.94,6.67,81.67,65.79,42.11,1.9582417480489105,1.21
664,8.67,5.0,81.67,52.63,28.95,1.6629588385661962,1.18
665,4.61,0.0,86.67,76.32,34.21,1.3564659966250534,1.29
666,4.58,1.67,91.67,57.89,34.21,2.0396078054371136,1.21
667,4.64,1.67,88.33,57.89,31.58,1.6817854699288806,1.32
668,8.06,3.33,83.33,55.26,34.21,1.5748015748023623,1.18
669,5.97,3.33,88.33,60.53,36.84,1.8708286933869707,1.18
670,10.0,6.67,83.33,60.53,36.84,1.9364916731037085,1.29
671,5.58,1.67,86.67,60.53,47.37,2.2135943621178655,1.21
672,3.89,1.67,93.33,73.68,34.21,1.9183326093250876,1.29
673,4.17,0.0,90.0,52.63,42.11,2.071051954526276,1.26
674,5.56,3.33,88.33,68.42,50.0,2.942665420735655,1.13
675,8.19,5.0,83.33,60.53,47.37,2.0976176963403033,1.11
676,6.31,3.33,86.67,73.68,42.11,1.7627926754241197,1.24
677,8.47,3.33,85.0,44.74,31.58,1.5632616486847366,1.24
678,7.28,5.0,88.33,52.63,36.84,1.6583123951777,1.29
679,7.08,6.67,91.67,63.16,42.11,1.656442468935327,1.21
680,7.92,3.33,83.33,63.16,31.58,1.6817854699288806,1.34
681,6.94,5.0,90.0,65.79,44.74,1.6413036132965795,1.16
682,8.06,5.0,88.33,50.0,42.11,1.54277843167974,1.26
683,7.22,5.0,88.33,60.53,39.47,1.342908279259174,1.29
684,9.58,3.33,80.0,73.68,36.84,2.273030282830976,1.18
685,6.67,5.0,91.67,52.63,42.11,1.9112541856026035,1.29
686,8.5,5.0,85.0,63.16,39.47,1.466706764646348,1.18
687,7.56,3.33,85.0,65.79,31.58,2.0897042626470963,1.24
688,9.58,5.0,80.0,65.79,39.47,1.9502314340874607,1.21
689,3.11,0.0,90.0,55.26,36.84,2.041241452319315,1.18
690,3.67,1.67,90.0,71.05,36.84,1.7320508075688772,1.32
691,11.67,6.67,78.33,81.58,34.21,2.262741699796952,1.11
692,5.33,3.33,90.0,60.53,52.63,2.3570226039551585,1.08
693,8.25,5.0,85.0,55.26,42.11,1.8630819574471997,1.18
694,4.72,3.33,93.33,44.74,39.47,1.7873743296603881,1.16
695,15.89,11.67,76.67,57.89,39.47,1.972399342993696,1.18
696,6.94,3.33,88.33,63.16,39.47,1.811536230956492,1.24
697,3.47,1.67,93.33,60.53,36.84,1.707825127659933,1.21
698,5.56,3.33,91.67,50.0,39.47,2.0796975205393733,1.18
699,6.39,3.33,88.33,44.74,50.0,1.8991177423861807,1.13
700,7.14,5.0,88.33,84.21,31.58,1.5876744185038687,1.13
701,3.47,1.67,93.33,44.74,42.11,1.656442468935327,1.24
702,6.44,1.67,86.67,55.26,26.32,1.6842608746502281,1.32
703,5.47,3.33,90.0,57.89,42.11,2.1144915181114556,1.16
704,9.44,8.33,88.33,57.89,44.74,2.3560603574958057,1.21
705,11.67,6.67,78.33,63.16,34.21,1.9595917942265424,1.16
706,7.19,3.33,83.33,65.79,44.74,1.7261494247992244,1.21
707,6.94,3.33,88.33,65.79,39.47,1.7128448350949748,1.18
708,5.28,3.33,90.0,50.0,39.47,2.566322532760645,1.13
709,9.22,5.0,81.67,55.26,44.74,1.7804684853180874,1.21
710,6.25,3.33,86.67,71.05,34.21,1.8973665961010275,1.18
711,2.92,0.0,93.33,63.16,39.47,2.1210975508957333,1.18
712,10.69,8.33,85.0,47.37,39.47,1.7873743296603881,1.29
713,11.44,5.0,80.0,63.16,50.0,2.539439596171541,1.13
714,5.83,1.67,86.67,47.37,36.84,1.632993161855452,1.29
715,12.64,10.0,83.33,63.16,31.58,1.9368735864637188,1.24
716,2.0,1.67,96.67,65.79,42.11,1.7627926754241194,1.18
717,8.75,5.0,83.33,63.16,42.11,1.934890604890251,1.21
718,4.06,0.0,86.67,60.53,34.21,2.0591260281974,1.16
719,10.56,6.67,85.0,65.79,28.95,1.9116278371205835,1.24
720,2.22,0.0,95.0,57.89,36.84,1.3228756555322954,1.18
721,4.31,3.33,93.33,57.89,50.0,2.6210314943134176,1.16
722,2.97,1.67,93.33,63.16,31.58,1.587674418503869,1.37
723,5.89,3.33,88.33,50.0,47.37,2.0248456731316584,1.16
724,8.61,5.0,85.0,52.63,50.0,2.1092068325804085,1.08
725,2.83,1.67,95.0,76.32,42.11,1.4826824027545535,1.24
726,4.72,3.33,93.33,60.53,42.11,1.9112541856026035,1.13
727,11.53,6.67,81.67,65.79,42.11,2.0266815281461774,1.24
728,8.75,6.67,88.33,60.53,44.74,1.958758457257441,1.18
729,5.56,1.67,90.0,47.37,34.21,1.6492422502470643,1.26
730,10.25,8.33,85.0,39.47,47.37,2.0976176963403033,1.11
731,6.53,3.33,86.67,52.63,34.21,1.673320053068151,1.21
732,7.08,3.33,86.67,84.21,44.74,1.9342948582466568,1.18
733,6.11,1.67,86.67,68.42,39.47,1.7128448350949745,1.29
734,7.08,5.0,88.33,57.89,31.58,1.7045015235507954,1.24
735,12.0,6.67,78.33,78.95,42.11,2.1780270092201706,1.16
736,8.47,3.33,83.33,71.05,39.47,1.6081080007745157,1.26
737,6.64,3.33,85.0,60.53,28.95,1.7069212773041351,1.29
738,4.56,1.67,90.0,55.26,44.74,1.958758457257441,1.24
739,8.89,3.33,80.0,50.0,36.84,1.5811388300841898,1.24
740,3.39,0.0,91.67,52.63,44.74,2.315284910693946,1.16
741,5.14,1.67,88.33,68.42,47.37,2.6076809620810595,1.11
742,5.69,1.67,88.33,57.89,39.47,2.2981870063308714,1.13
743,7.08,6.67,91.67,63.16,44.74,2.335761613034423,1.18
744,5.47,1.67,88.33,63.16,34.21,2.0591260281974,1.18
745,4.72,0.0,88.33,60.53,42.11,1.9582417480489107,1.08
746,5.14,1.67,88.33,44.74,50.0,2.1827833003502866,1.08
747,4.92,0.0,86.67,55.26,31.58,2.1080291701607266,1.32
748,2.08,1.67,96.67,63.16,42.11,1.934890604890251,1.16
749,12.97,11.67,83.33,63.16,39.47,2.514983454605143,1.13
750,4.58,1.67,90.0,57.89,47.37,2.0248456731316584,1.11
751,4.03,1.67,91.67,68.42,42.11,1.5719651332536893,1.29
752,5.28,3.33,90.0,78.95,52.63,2.3570226039551585,1.05
753,4.92,3.33,91.67,55.26,36.84,2.0207259421636903,1.21
754,2.5,1.67,95.0,65.79,39.47,1.8589181153419083,1.18
755,6.58,3.33,86.67,57.89,36.84,1.6832508230603465,1.24
756,5.89,1.67,85.0,47.37,47.37,3.1144823004794873,1.05
757,8.06,5.0,85.0,73.68,47.37,2.449489742783178,1.11
758,7.83,5.0,86.67,60.53,42.11,2.239760908137258,1.18
759,10.69,6.67,81.67,65.79,42.11,1.7104443383842527,1.16
760,5.97,3.33,90.0,55.26,47.37,2.3664319132398464,1.13
761,8.67,5.0,85.0,63.16,42.11,1.8630819574471995,1.11
762,11.94,5.0,76.67,68.42,50.0,2.6805961217361776,1.03
763,5.33,0.0,85.0,57.89,39.47,2.0160040207599352,1.21
764,5.11,3.33,90.0,68.42,42.11,1.8630819574471997,1.16
765,6.25,3.33,88.33,60.53,34.21,1.5491933384829668,1.18
766,5.56,3.33,90.0,63.16,42.11,1.7627926754241197,1.24
767,5.69,1.67,88.33,68.42,42.11,2.279988400724446,1.11
768,4.92,1.67,86.67,71.05,44.74,2.493529040302104,1.08
769,5.14,1.67,88.33,76.32,42.11,2.543830650842404,1.18
770,5.19,1.67,88.33,60.53,42.11,2.1358800226310417,1.16
771,5.47,1.67,86.67,55.26,39.47,2.0160040207599352,1.24
772,2.92,1.67,95.0,52.63,36.84,1.5811388300841898,1.21
773,10.83,8.33,86.67,60.53,44.74,2.231499907401901,1.05
774,8.06,5.0,86.67,73.68,44.74,2.6776982703827716,1.08
775,6.81,3.33,88.33,55.26,50.0,2.2067637150775403,1.16
776,12.0,6.67,80.0,63.16,50.0,2.7580152645418736,1.16
777,2.5,1.67,96.67,57.89,42.11,2.2193737483152187,1.13
778,11.44,5.0,76.67,73.68,42.11,3.1504951729388107,1.05
779,5.47,3.33,90.0,50.0,42.11,1.8630819574471997,1.16
780,7.69,5.0,85.0,57.89,42.11,2.198797567717786,1.16
781,10.28,6.67,83.33,42.11,47.37,2.1908902300206643,1.08
782,6.81,3.33,88.33,55.26,44.74,2.623805202658269,1.13
783,9.5,5.0,80.0,63.16,39.47,1.9943208593356023,1.21
784,4.44,0.0,88.33,55.26,44.74,2.980663305624538,1.11
785,3.81,1.67,91.67,63.16,39.47,2.4625743058271823,1.05
786,5.89,1.67,86.67,55.26,47.37,2.449489742783178,1.13
787,3.67,1.67,91.67,65.79,50.0,2.518628655580084,1.16
788,9.08,3.33,81.67,47.37,57.89,3.010398644698074,0.95
789,8.39,5.0,86.67,76.32,39.47,2.8853321779194885,1.11
790,9.08,3.33,80.0,52.63,55.26,3.1829998255220433,0.95
791,9.14,3.33,81.67,63.16,36.84,1.9790570145063195,1.16
792,5.97,3.33,90.0,63.16,39.47,2.298187006330871,1.21
793,10.69,6.67,81.67,63.16,36.84,2.0207259421636903,1.13
794,12.0,5.0,73.33,65.79,42.11,2.339032787321565,1.08
795,6.67,3.33,88.33,60.53,55.26,2.252257614009017,1.05
796,7.69,5.0,86.67,71.05,47.37,2.345207879911715,1.08
797,4.17,3.33,95.0,47.37,42.11,1.9813177016093968,1.13
798,7.97,6.67,88.33,63.16,36.84,1.848422751068236,1.26
799,5.83,3.33,90.0,50.0,39.47,2.427006215122237,1.21
800,8.89,5.0,85.0,52.63,34.21,2.0396078054371136,1.32
801,7.64,5.0,88.33,68.42,28.95,1.6405358955814888,1.26
